fecha;estacion;comuna;MP2.5;MP10;temperatura;humedad;presion;viento;radiacion;inversion_termica;dia_semana;es_finde;es_festivo
03-01-2022 22:00;Pudahuel;Pudahuel;49,1;82,8;17,0;70,0;1017,1;1,6;0,0;0;0;0;0
03-01-2022 23:00;Pudahuel;Pudahuel;40,6;71,7;22,2;61,0;1021,1;1,2;48,0;0;0;0;0
04-01-2022 00:00;Pudahuel;Pudahuel;52,4;97,0;16,6;63,0;1013,6;0,7;6,0;1;1;0;0
04-01-2022 01:00;Pudahuel;Pudahuel;48,8;96,5;15,2;55,5;1016,1;0,8;44,0;1;1;0;0
04-01-2022 02:00;Pudahuel;Pudahuel;47,1;87,5;13,3;50,4;1020,1;1,0;18,0;1;1;0;0
04-01-2022 03:00;Pudahuel;Pudahuel;32,7;63,2;16,9;70,8;1011,1;1,8;0,0;1;1;0;0
04-01-2022 04:00;Pudahuel;Pudahuel;18,5;35,3;18,3;61,3;1016,9;1,6;0,0;0;1;0;0
04-01-2022 05:00;Pudahuel;Pudahuel;9,2;27,8;13,2;56,0;1019,1;3,8;12,0;0;1;0;0
04-01-2022 06:00;Pudahuel;Pudahuel;27,6;55,1;15,9;55,6;1016,5;1,7;0,0;1;1;0;0
04-01-2022 07:00;Pudahuel;Pudahuel;54,2;91,4;20,2;46,4;1020,8;0,3;58,0;1;1;0;0
04-01-2022 08:00;Pudahuel;Pudahuel;20,7;43,6;21,0;60,6;1015,0;3,0;363,0;0;1;0;0
04-01-2022 09:00;Pudahuel;Pudahuel;24,0;50,1;20,3;56,9;1015,1;2,6;665,0;0;1;0;0
04-01-2022 10:00;Pudahuel;Pudahuel;23,0;45,3;24,2;65,5;1020,5;2,1;899,0;0;1;0;0
04-01-2022 11:00;Pudahuel;Pudahuel;25,7;55,2;27,3;50,8;1013,5;1,3;1114,0;0;1;0;0
04-01-2022 12:00;Pudahuel;Pudahuel;8,8;22,4;25,0;66,6;1019,5;1,8;1322,0;0;1;0;0
04-01-2022 13:00;Pudahuel;Pudahuel;11,6;31,3;29,0;51,9;1016,5;2,9;1339,0;0;1;0;0
04-01-2022 14:00;Pudahuel;Pudahuel;2,0;14,3;30,8;56,0;1015,8;3,4;1255,0;0;1;0;0
04-01-2022 15:00;Pudahuel;Pudahuel;2,0;13,9;29,0;54,8;1018,3;2,9;1125,0;0;1;0;0
04-01-2022 16:00;Pudahuel;Pudahuel;9,6;25,6;27,3;53,6;1014,9;2,1;918,0;0;1;0;0
04-01-2022 17:00;Pudahuel;Pudahuel;4,2;16,6;29,1;55,0;1018,5;2,8;685,0;0;1;0;0
04-01-2022 18:00;Pudahuel;Pudahuel;23,6;47,8;25,9;58,2;1022,5;2,6;366,0;0;1;0;0
04-01-2022 19:00;Pudahuel;Pudahuel;15,3;35,0;30,2;58,0;1020,6;2,3;0,0;0;1;0;0
04-01-2022 20:00;Pudahuel;Pudahuel;52,1;98,9;21,7;47,0;1020,6;1,6;0,0;1;1;0;0
04-01-2022 21:00;Pudahuel;Pudahuel;60,7;104,7;22,5;43,4;1015,5;1,4;0,0;1;1;0;0
04-01-2022 22:00;Pudahuel;Pudahuel;49,6;105,4;22,8;62,1;1012,9;4,5;4,0;1;1;0;0
04-01-2022 23:00;Pudahuel;Pudahuel;37,8;65,6;17,5;56,1;1016,3;1,5;0,0;0;1;0;0
05-01-2022 00:00;Pudahuel;Pudahuel;2,0;14,9;14,5;69,6;1011,2;4,2;0,0;0;2;0;0
05-01-2022 01:00;Pudahuel;Pudahuel;45,2;89,1;13,6;67,0;1013,5;1,1;30,0;1;2;0;0
05-01-2022 02:00;Pudahuel;Pudahuel;44,3;84,9;13,4;60,8;1018,1;0,8;70,0;1;2;0;0
05-01-2022 03:00;Pudahuel;Pudahuel;15,4;33,0;13,8;68,6;1017,7;1,6;5,0;0;2;0;0
05-01-2022 04:00;Pudahuel;Pudahuel;27,6;;15,3;51,9;1017,0;1,4;0,0;0;2;0;0
05-01-2022 05:00;Pudahuel;Pudahuel;44,7;84,7;16,0;56,0;1022,0;1,0;33,0;1;2;0;0
05-01-2022 06:00;Pudahuel;Pudahuel;52,3;96,6;18,3;58,9;1025,5;0,2;31,0;1;2;0;0
05-01-2022 07:00;Pudahuel;Pudahuel;50,0;85,1;19,3;55,9;1016,2;1,0;24,0;1;2;0;0
05-01-2022 08:00;Pudahuel;Pudahuel;48,0;88,7;16,8;59,3;1016,6;1,1;375,0;1;2;0;0
05-01-2022 09:00;Pudahuel;Pudahuel;36,2;69,7;24,1;47,1;1017,9;1,9;699,0;0;2;0;0
05-01-2022 10:00;Pudahuel;Pudahuel;29,9;61,1;22,3;57,1;1021,7;1,3;898,0;0;2;0;0
05-01-2022 11:00;Pudahuel;Pudahuel;36,4;77,5;22,1;47,2;1018,2;2,1;1169,0;1;2;0;0
05-01-2022 12:00;Pudahuel;Pudahuel;2,0;20,6;27,6;47,1;1019,8;5,9;;1;2;0;0
05-01-2022 13:00;Pudahuel;Pudahuel;2,0;16,2;27,7;34,8;1015,0;3,2;1289,0;0;2;0;0
05-01-2022 14:00;Pudahuel;Pudahuel;2,0;14,4;27,4;48,7;1011,1;3,1;1278,0;0;2;0;0
05-01-2022 15:00;Pudahuel;Pudahuel;2,0;17,5;27,9;57,1;1016,9;4,8;1188,0;0;2;0;0
05-01-2022 16:00;Pudahuel;Pudahuel;15,1;32,1;30,5;59,9;1018,1;2,7;921,0;0;2;0;0
05-01-2022 17:00;Pudahuel;Pudahuel;2,0;23,6;27,9;52,8;1017,3;7,7;619,0;0;2;0;0
05-01-2022 18:00;Pudahuel;Pudahuel;36,9;68,5;26,5;60,0;1023,4;2,0;282,0;1;2;0;0
05-01-2022 19:00;Pudahuel;Pudahuel;17,2;37,2;25,8;50,0;1019,0;3,0;0,0;0;2;0;0
05-01-2022 20:00;Pudahuel;Pudahuel;18,4;44,1;21,1;59,9;1023,0;2,6;60,0;0;2;0;0
05-01-2022 21:00;Pudahuel;Pudahuel;22,5;48,2;22,0;57,0;1017,1;1,8;6,0;0;2;0;0
05-01-2022 22:00;Pudahuel;Pudahuel;43,2;93,4;19,6;45,8;1019,0;4,2;15,0;1;2;0;0
05-01-2022 23:00;Pudahuel;Pudahuel;47,5;95,3;20,0;68,7;1017,7;1,7;16,0;1;2;0;0
06-01-2022 00:00;Pudahuel;Pudahuel;3,0;13,9;17,2;55,5;1014,2;2,4;0,0;0;3;0;0
06-01-2022 01:00;Pudahuel;Pudahuel;47,0;78,8;19,6;63,9;1016,4;0,6;0,0;1;3;0;0
06-01-2022 02:00;Pudahuel;Pudahuel;34,2;65,5;16,3;59,5;1020,8;2,0;15,0;1;3;0;0
06-01-2022 03:00;Pudahuel;Pudahuel;54,0;95,5;15,3;61,7;1018,2;0,2;0,0;1;3;0;0
06-01-2022 04:00;Pudahuel;Pudahuel;23,3;49,5;13,9;66,9;1016,0;1,4;0,0;0;3;0;0
06-01-2022 05:00;Pudahuel;Pudahuel;28,0;49,2;13,6;56,8;1016,1;0,2;12,0;0;3;0;0
06-01-2022 06:00;Pudahuel;Pudahuel;56,2;94,1;15,1;63,6;1020,4;0,3;13,0;1;3;0;0
06-01-2022 07:00;Pudahuel;Pudahuel;28,1;53,3;22,0;61,2;1013,4;1,0;47,0;0;3;0;0
06-01-2022 08:00;Pudahuel;Pudahuel;44,5;90,4;21,2;54,3;1015,4;1,5;307,0;1;3;0;0
06-01-2022 09:00;Pudahuel;Pudahuel;23,6;51,6;21,2;;1010,8;1,7;641,0;0;3;0;0
06-01-2022 10:00;Pudahuel;Pudahuel;32,2;65,5;26,3;39,6;1015,2;2,0;922,0;0;3;0;0
06-01-2022 11:00;Pudahuel;Pudahuel;46,8;95,7;21,3;52,9;1018,3;2,1;1114,0;1;3;0;0
06-01-2022 12:00;Pudahuel;Pudahuel;;16,3;25,1;57,2;1012,8;4,3;1198,0;0;3;0;0
06-01-2022 13:00;Pudahuel;Pudahuel;15,8;35,4;27,6;48,9;1014,3;2,2;1259,0;0;3;0;0
06-01-2022 14:00;Pudahuel;Pudahuel;24,8;47,7;23,5;52,6;1014,9;2,2;1274,0;0;3;0;0
06-01-2022 15:00;Pudahuel;Pudahuel;12,1;31,2;32,2;34,1;1011,3;2,1;1114,0;0;3;0;0
06-01-2022 16:00;Pudahuel;Pudahuel;2,0;17,7;31,6;28,6;1014,2;3,7;915,0;0;3;0;0
06-01-2022 17:00;Pudahuel;Pudahuel;2,0;13,2;27,0;58,0;1020,1;2,8;674,0;0;3;0;0
06-01-2022 18:00;Pudahuel;Pudahuel;18,3;41,2;26,9;69,6;1019,7;2,8;358,0;0;3;0;0
06-01-2022 19:00;Pudahuel;Pudahuel;25,0;49,8;25,0;49,3;1021,3;2,0;0,0;0;3;0;0
06-01-2022 20:00;Pudahuel;Pudahuel;18,7;45,5;26,3;51,9;1018,4;3,5;0,0;0;3;0;0
06-01-2022 21:00;Pudahuel;Pudahuel;21,8;46,2;23,7;60,4;1020,1;3,1;50,0;0;3;0;0
06-01-2022 22:00;Pudahuel;Pudahuel;50,7;84,3;20,2;71,1;1014,6;1,9;0,0;1;3;0;0
06-01-2022 23:00;Pudahuel;Pudahuel;31,3;61,6;23,3;60,3;1018,2;2,1;0,0;0;3;0;0
07-01-2022 00:00;Pudahuel;Pudahuel;31,1;57,6;15,1;52,5;1012,0;1,7;14,0;1;4;0;0
07-01-2022 01:00;Pudahuel;Pudahuel;21,1;45,7;15,1;56,6;1017,0;1,0;0,0;0;4;0;0
07-01-2022 02:00;Pudahuel;Pudahuel;29,2;59,2;16,2;61,3;1021,0;2,6;0,0;1;4;0;0
07-01-2022 03:00;Pudahuel;Pudahuel;26,4;50,8;15,7;58,3;1015,2;1,0;33,0;0;4;0;0
07-01-2022 04:00;Pudahuel;Pudahuel;15,0;33,7;16,5;59,0;1014,1;1,7;0,0;0;4;0;0
07-01-2022 05:00;Pudahuel;Pudahuel;9,9;33,0;15,8;38,8;1015,3;4,6;0,0;0;4;0;0
07-01-2022 06:00;Pudahuel;Pudahuel;48,8;81,3;19,2;60,1;1016,2;1,1;23,0;1;4;0;0
07-01-2022 07:00;Pudahuel;Pudahuel;42,0;70,3;20,3;56,5;1023,3;0,2;0,0;0;4;0;0
07-01-2022 08:00;Pudahuel;Pudahuel;29,8;63,5;22,0;60,4;1019,5;2,3;339,0;1;4;0;0
07-01-2022 09:00;Pudahuel;Pudahuel;37,8;68,8;22,5;57,5;1012,7;3,2;665,0;1;4;0;0
07-01-2022 10:00;Pudahuel;Pudahuel;19,6;43,3;26,0;56,4;1017,1;3,6;957,0;0;4;0;0
07-01-2022 11:00;Pudahuel;Pudahuel;30,4;;24,2;47,6;1015,5;3,1;1092,0;1;4;0;0
07-01-2022 12:00;Pudahuel;Pudahuel;14,4;29,0;30,1;54,2;1020,4;1,4;1324,0;0;4;0;0
07-01-2022 13:00;Pudahuel;Pudahuel;20,5;49,7;28,9;39,6;1015,0;3,0;1226,0;0;4;0;0
07-01-2022 14:00;Pudahuel;Pudahuel;2,0;19,4;30,0;43,5;1019,1;5,3;1292,0;0;4;0;0
07-01-2022 15:00;Pudahuel;Pudahuel;5,3;18,4;26,0;61,0;1015,8;3,0;1113,0;0;4;0;0
07-01-2022 16:00;Pudahuel;Pudahuel;14,5;38,0;25,9;48,2;1018,1;2,7;877,0;0;4;0;0
07-01-2022 17:00;Pudahuel;Pudahuel;16,9;38,0;25,5;60,6;1014,4;2,2;687,0;0;4;0;0
07-01-2022 18:00;Pudahuel;Pudahuel;20,7;39,8;29,7;60,4;1019,0;2,3;318,0;0;4;0;0
07-01-2022 19:00;Pudahuel;Pudahuel;2,0;20,7;24,7;56,2;1016,6;6,5;14,0;0;4;0;0
07-01-2022 20:00;Pudahuel;Pudahuel;22,2;49,8;22,0;62,1;1016,7;3,1;0,0;0;4;0;0
07-01-2022 21:00;Pudahuel;Pudahuel;24,3;54,9;22,3;49,4;1020,1;3,4;0,0;0;4;0;0
07-01-2022 22:00;Pudahuel;Pudahuel;43,5;80,5;15,1;65,1;1017,4;3,7;0,0;1;4;0;0
07-01-2022 23:00;Pudahuel;Pudahuel;8,3;32,4;23,8;40,3;1018,4;5,7;53,0;0;4;0;0
08-01-2022 00:00;Pudahuel;Pudahuel;25,5;57,2;20,3;45,5;1016,4;1,9;23,0;1;5;1;0
08-01-2022 01:00;Pudahuel;Pudahuel;2,0;14,6;15,8;72,8;1010,8;4,1;0,0;0;5;1;0
08-01-2022 02:00;Pudahuel;Pudahuel;2,0;14,2;14,7;74,4;1023,4;4,2;0,0;0;5;1;0
08-01-2022 03:00;Pudahuel;Pudahuel;26,5;49,8;16,1;64,0;;1,3;36,0;1;5;1;0
08-01-2022 04:00;Pudahuel;Pudahuel;16,1;33,8;16,0;70,6;1018,9;1,6;25,0;0;5;1;0
08-01-2022 05:00;Pudahuel;Pudahuel;45,2;75,8;16,5;;1019,8;0,7;5,0;1;5;1;0
08-01-2022 06:00;Pudahuel;Pudahuel;34,2;71,6;16,8;61,1;1017,4;1,8;25,0;1;5;1;0
08-01-2022 07:00;Pudahuel;Pudahuel;28,0;51,3;19,7;44,7;1011,6;1,4;0,0;0;5;1;0
08-01-2022 08:00;Pudahuel;Pudahuel;45,2;79,2;20,6;64,5;1015,6;0,9;289,0;1;5;1;0
08-01-2022 09:00;Pudahuel;Pudahuel;46,8;91,5;21,2;60,2;1017,4;0,8;728,0;1;5;1;0
08-01-2022 10:00;Pudahuel;Pudahuel;23,2;48,3;22,6;42,6;1015,4;1,0;924,0;0;5;1;0
08-01-2022 11:00;Pudahuel;Pudahuel;20,0;44,1;27,6;48,3;1013,1;1,6;1145,0;0;5;1;0
08-01-2022 12:00;Pudahuel;Pudahuel;2,0;19,2;27,0;48,4;1015,6;5,3;1297,0;0;5;1;0
08-01-2022 13:00;Pudahuel;Pudahuel;4,4;18,5;27,9;61,1;1014,7;3,2;1265,0;0;5;1;0
08-01-2022 14:00;Pudahuel;Pudahuel;7,9;23,1;27,1;57,1;1018,7;3,1;1323,0;0;5;1;0
08-01-2022 15:00;Pudahuel;Pudahuel;2,0;17,7;28,0;43,5;1015,2;4,5;1122,0;0;5;1;0
08-01-2022 16:00;Pudahuel;Pudahuel;2,0;16,8;28,3;53,0;1021,6;4,3;939,0;0;5;1;0
08-01-2022 17:00;Pudahuel;Pudahuel;4,5;21,2;27,5;44,7;1021,8;3,7;593,0;0;5;1;0
08-01-2022 18:00;Pudahuel;Pudahuel;15,5;39,1;27,6;57,2;1010,0;4,8;303,0;1;5;1;0
08-01-2022 19:00;Pudahuel;Pudahuel;7,5;22,3;25,8;63,2;1015,6;3,3;0,0;0;5;1;0
08-01-2022 20:00;Pudahuel;Pudahuel;40,7;71,7;23,6;69,0;1013,4;1,5;16,0;0;5;1;0
08-01-2022 21:00;Pudahuel;Pudahuel;34,6;75,1;21,4;58,5;1013,5;2,6;0,0;1;5;1;0
08-01-2022 22:00;Pudahuel;Pudahuel;26,4;52,2;19,8;58,4;1011,2;2,9;0,0;0;5;1;0
08-01-2022 23:00;Pudahuel;Pudahuel;33,5;70,3;20,5;67,4;1015,9;1,8;0,0;0;5;1;0
09-01-2022 00:00;Pudahuel;Pudahuel;3,5;18,6;16,8;45,7;;3,8;0,0;0;6;1;0
09-01-2022 01:00;Pudahuel;Pudahuel;4,0;22,3;19,6;57,0;1012,1;5,5;0,0;1;6;1;0
09-01-2022 02:00;Pudahuel;Pudahuel;34,4;59,6;17,4;57,1;1017,2;0,2;0,0;1;6;1;0
09-01-2022 03:00;Pudahuel;Pudahuel;9,8;23,0;12,9;89,5;1012,9;2,7;0,0;0;6;1;0
09-01-2022 04:00;Pudahuel;Pudahuel;10,8;28,4;13,1;64,5;1015,5;4,2;28,0;1;6;1;0
09-01-2022 05:00;Pudahuel;Pudahuel;13,3;33,7;20,3;59,2;1018,3;3,4;25,0;1;6;1;0
09-01-2022 06:00;Pudahuel;Pudahuel;16,0;37,2;15,0;62,5;1026,9;2,3;34,0;0;6;1;0
09-01-2022 07:00;Pudahuel;Pudahuel;33,5;73,1;13,9;66,9;1013,3;3,5;0,0;1;6;1;0
09-01-2022 08:00;Pudahuel;Pudahuel;47,8;87,2;22,3;45,4;1010,7;2,1;360,0;1;6;1;0
09-01-2022 09:00;Pudahuel;Pudahuel;6,0;22,5;26,2;55,1;1018,0;3,6;716,0;0;6;1;0
09-01-2022 10:00;Pudahuel;Pudahuel;26,4;55,3;23,2;51,2;1021,6;1,4;922,0;0;6;1;0
09-01-2022 11:00;Pudahuel;Pudahuel;19,1;43,0;26,1;39,8;1014,9;2,5;1080,0;0;6;1;0
09-01-2022 12:00;Pudahuel;Pudahuel;2,0;12,7;26,1;67,3;1015,3;3,0;1308,0;0;6;1;0
09-01-2022 13:00;Pudahuel;Pudahuel;9,4;27,8;30,0;45,3;1018,6;2,3;1298,0;0;6;1;0
09-01-2022 14:00;Pudahuel;Pudahuel;2,0;21,7;30,9;59,3;1016,8;7,3;1258,0;1;6;1;0
09-01-2022 15:00;Pudahuel;Pudahuel;2,0;16,5;22,3;81,0;1011,4;5,5;1100,0;0;6;1;0
09-01-2022 16:00;Pudahuel;Pudahuel;16,0;41,6;29,7;41,3;1014,5;3,2;946,0;0;6;1;0
09-01-2022 17:00;Pudahuel;Pudahuel;17,3;38,9;26,0;49,8;1020,2;2,0;655,0;1;6;1;0
09-01-2022 18:00;Pudahuel;Pudahuel;;40,9;29,1;54,9;1020,8;2,8;;1;6;1;0
09-01-2022 19:00;Pudahuel;Pudahuel;13,9;36,2;23,0;64,4;1018,5;3,4;;0;6;1;0
09-01-2022 20:00;Pudahuel;Pudahuel;19,9;43,4;24,4;65,8;1017,8;3,7;23,0;0;6;1;0
09-01-2022 21:00;Pudahuel;Pudahuel;33,8;64,1;21,6;65,4;1013,8;1,7;0,0;0;6;1;0
09-01-2022 22:00;Pudahuel;Pudahuel;32,5;60,3;18,7;72,3;1013,8;1,3;0,0;0;6;1;0
09-01-2022 23:00;Pudahuel;Pudahuel;35,6;66,7;15,7;63,0;1019,7;1,5;0,0;0;6;1;0
10-01-2022 00:00;Pudahuel;Pudahuel;2,0;15,9;14,3;68,8;1017,2;4,8;0,0;0;0;0;0
10-01-2022 01:00;Pudahuel;Pudahuel;3,4;17,3;14,9;56,5;1019,2;3,5;0,0;0;0;0;0
10-01-2022 02:00;Pudahuel;Pudahuel;19,2;42,7;13,9;61,2;1017,1;2,3;19,0;1;0;0;0
10-01-2022 03:00;Pudahuel;Pudahuel;4,1;16,8;18,7;70,2;1014,8;3,7;0,0;0;0;0;0
10-01-2022 04:00;Pudahuel;Pudahuel;47,6;93,5;14,9;55,2;1019,2;0,4;8,0;1;0;0;0
10-01-2022 05:00;Pudahuel;Pudahuel;29,8;60,1;17,2;74,7;1024,6;0,8;0,0;0;0;0;0
10-01-2022 06:00;Pudahuel;Pudahuel;52,9;94,6;15,0;69,2;1015,6;1,4;3,0;1;0;0;0
